142;IfcResourceApprovalRelationship;"<EPM-HTML>
<p>An <i>IfcResourceApprovalRelationship</i> is used for
associating an approval to resource objects. A single approval
might be given to one or many items via <i>IfcResourceObjectSelect</i>.</p>

<blockquote class=""history"">
HISTORY&nbsp; New
Entity in IFC Release 2x4
</blockquote>

</EPM-HTML>"
146;IfcPerformanceHistory;"<EPM-HTML>

<p><i>IfcPerformanceHistory</i> is used to document the actual performance of an occurrence instance over time. In practice, performance-related data are generally not easy to obtain as they can originate from different sources (predicted, simulated, or measured) and occur during different stages of the building life-cycle. Such time-related data cover a large spectrum, including meteorological data, schedules, operational status measurements, trend reports, etc.</p>

<p><i>IfcPerformanceHistory</i> is assigned to other objects (represented by subtypes of <i>IfcObjectDefinition</i>, excluding subtypes of <i>IfcControl</i>), by the objectified relationship <i>IfcRelAssignsToControl</i>.
</p>

<blockquote class=""history"">
HISTORY: New entity in Release IFC2x Edition 2.
</blockquote> 

</EPM-HTML>"
152;IfcRelAssociatesApproval;"<EPM-HTML>

<p>The entity <i>IfcRelAssociatesApproval</i> is used to apply approval information defined by <i>IfcApproval</i>, in <i>IfcApprovalResource</i> schema, to subtypes of <i>IfcRoot</i>.
</p>

<blockquote class=""history"">
HISTORY: New entity in IFC2x2.
</blockquote> 

</EPM-HTML>"
154;IfcRelAssociatesConstraint;"<EPM-HTML>

<p>The entity <i>IfcRelAssociatesConstraint</i> is used to apply constraint information defined by <i>IfcConstraint</i>, in the <i>IfcConstraintResource</i> schema, to subtypes of <i>IfcRoot</i>.
</p>

<blockquote class=""history"">
HISTORY: New entity in IFC2x2.
</blockquote> 

</EPM-HTML>"
157;IfcRelAssociatesTimeSeries;"<EPM-HTML>

<p><i>IfcRelAssociatesTimeSeries</i> associates to objects (subtypes of <i>IfcRoot</i>) a time-series that is applicable to one or more calendar dates.</p>

<blockquote class=""history"">
HISTORY: New entity in Release IFC2x Edition 2.
</blockquote> 

<blockquote class=""change-ifc2x4"">
IFC2x Edition 4 CHANGE entity renamed to <i>IfcRelAssociatesTimeSeries</i> and made an objectified realtionship (subtype of <i>IfcRelAssociates</i>), replacing the old entity <i>IfcTimeSeriesSchedule</i> (was subtype of <i>IfcControl</i>
</blockquote>

</EPM-HTML>"
162;IfcPileType;"<EPM-HTML>

<p><u>Definition from IAI:</u> Provides shared material, decomposition, representation maps, and property sets for instances of <i>IfcPile</i>.</p>

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New entity in IFC Release 2x4</font></blockquote>

<p><u><b>Material Use Definition</b></u>:</p>

<p>Material profile set association analogous to <a href=""../../ifcsharedbldgelements/lexical/ifccolumnstandardcase.htm""><i>IfcColumnStandardCase</i></a> should be used when applicable.</p>

</EPM-HTML>"
174;IfcFootingType;"<EPM-HTML>

<p><u>Definition from IAI:</u> Provides shared material, decomposition, representation maps, and property sets for instances of <i>IfcFooting</i>.</p>

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New entity in IFC Release 2x4</font></blockquote>

<p>Note, slab foundation types are not instantiated as <i>IfcFootingType</i> but as <i>IfcSlabType</i> with a predefined type of <i>IfcSlabTypeEnum</i>.BASESLAB.</p>

<p><u><b>Material Use Definition</b></u>:</p>

<p>Material profile set or material layer set association analogous to <a href=""../../ifcsharedbldgelements/lexical/ifcbeamstandardcase.htm""><i>IfcBeamStandardCase</i></a> or <a href=""../../ifcsharedbldgelements/lexical/ifcslabstandardcase.htm""><i>IfcSlabStandardCase</i></a> should be used when applicable.</p>

</EPM-HTML>"
185;IfcSurfaceFeature;"<EPM-HTML>

<p><u>Definition from IAI:</u> A surface feature is a modification at (onto, or into) of the surface of an element.  Parts of the surface of the entire surface may be affected.  The volume and mass of the element may be increased, remain unchanged, or be decreased by the surface feature, depending on manufacturing technology.</u></p>

<p>The standard use of instances of <i>IfcSurfaceFeature</i> is as a part of element type objects (instances of subtypes of <i>IfcElementType</i>).  The part&ndash;whole relationship is established by an aggregation relationship object, expressing the decomposition of an element type into one or more additive elements (element parts) and zero or more feature elements.</p>

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New type in IFC 2x4.</font></blockquote>

<p><b><u>Containment Use Definition</u></b>:</p>

<p>Surface features shall have no spatial containment relationship to the spatial structure since they are dependent on element types without spatial containment relationships or on an element occurrence with own spatial containment relationship.</p>
<ul>
  <li>The <i>SELF\IfcElement.ContainedInStructure</i> relationship shall be NIL.</li>
</ul>

<p><b><u>Geometry use definition</u></b>:</p>

<p>The geometric representation of <i>IfcSurfaceFeatureElement</i> is given by the <i>IfcProductDefinitionShape</i>, allowing multiple geometric representation.</p>

<p><b>Local Placement</b></p>

<p>The local placement for <i>IfcSurfaceFeatureElement</i> is defined in its supertype <i>IfcProduct</i>. It is defined by the <i>IfcLocalPlacement</i>, which defines the local coordinate system that is referenced by all geometric representations.</p>
<ul>
  <li>In case of features which are part of an element type, absolute placement into the type object's implied coordinate system shall be used.</li>
  <li>In case of features which are voiding an element occurrence, the <i>PlacementRelTo</i> relationship of <i>IfcLocalPlacement</i> shall point to the local placement of the respective element.</li>
</ul>

<p><b>Shape representation</b></p>

<p>Different shape representations may be used, depending on the nature of the feature and information requirements:</p>
<ul>
  <li>Symbolic representation, such as the two-dimensional bounding box of a tag.</p>
  <li>A geometric set representing the geometric items of a mark.</li>
  <li>Surface representations of treated parts of the lement surface by means of <i>IfcShellBasedSurfaceModel</i>.  The faces within the surface model may be included into a B-Rep model within a representation map of the parent element type.</li>
</ul>

<p>Higher-level parameters (geometric and non-geometric) may be provided by property sets based on local agreements.</p>

</EPM-HTML>"
194;IfcVoidingFeature;"<EPM-HTML>

<p><u>Definition from IAI:</u> A voiding feature is a modification of an element which reduces its volume.  Such a feature may be manufactured in different ways, for example by cutting, drilling, or milling of members made of various materials, or by inlays into the formwork of cast members made of materials such as concrete.</u></p>

<p>The standard use of instances of <i>IfcVoidingFeature</i> is as a part of element type objects (instances of subtypes of <i>IfcElementType</i>).  The part&ndash;whole relationship is established by an aggregation relationship object, expressing the decomposition of an element type into one or more additive elements (element parts) and zero or more feature elements.</p>

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New type in IFC 2x4.</font></blockquote>

<p><b><u>Containment Use Definition</u></b>:</p>

<p>Voiding features shall have no spatial containment relationship to the spatial structure since they are dependent on element types without spatial containment relationships or on an element occurrence with own spatial containment relationship.</p>
<ul>
  <li>The <i>SELF\IfcElement.ContainedInStructure</i> relationship shall be NIL.</li>
</ul>

<p><b><u>Geometry use definition</u></b>:</p>

<p>The geometric representation of <i>IfcVoidingFeatureElement</i> is given by the <i>IfcProductDefinitionShape</i>, allowing multiple geometric representation.</p>

<p><b>Local Placement</b></p>

<p>The local placement for <i>IfcVoidingFeatureElement</i> is defined in its supertype <i>IfcProduct</i>. It is defined by the <i>IfcLocalPlacement</i>, which defines the local coordinate system that is referenced by all geometric representations.</p>
<ul>
  <li>In case of features which are part of an element type, absolute placement into the type object's implied coordinate system shall be used.</li>
  <li>In case of features which are voiding an element occurrence, the <i>PlacementRelTo</i> relationship of <i>IfcLocalPlacement</i> shall point to the local placement of the respective element.</li>
</ul>

<p><b>Shape representation</b></p>

<p>Different shape representations may be used, depending on the nature of the feature and information requirements:</p>
<ul>
  <li>Symbolic representations, such as an axis representation, may be used for simple shapes such as holes or edge features.</p>
  <li>Volumetric representations by means of subtypes of <i>IfcSweptSurface</i> or of <i>IfcCsgPrimitive3D</i> may be used to semi-parametrically model the actual volume of the void created by the feature.  The objects within the shape model of the feature's shape representation can be included into a CSG model within a representation map of the parent element type.</li>
  <li>Surface representations of cutting planes by means of <i>IfcShellBasedSurfaceModel</i>.  The faces within the surface model may be included into a B-Rep model within a representation map of the parent element type.</li>
</ul>

<p>Higher-level parameters (geometric and non-geometric) may be provided by property sets based on local agreements.</p>

</EPM-HTML>"
206;IfcFooting;"<EPM-HTML>

<p>A footing is a part of the foundation of a structure that spreads and transmits the load to the soil, either directly or via piles.</p>

<blockquote class=""history"">
HISTORY New entity in IFC2x2
</blockquote>

<p>Note, slab foundations are not instantiated as <i>IfcFooting</i> but as <i>IfcSlab</i> or <i>IfcSlabStandardCase</i> with a predefined type of <i>IfcSlabTypeEnum</i>.BASESLAB.</p>

<p class=""use-head"">Property Set Use Definition</p>

<p>The following property set definitions are part of this IFC release:</p>

<ul>
  <li><a href=""../../psd/IfcStructuralElementsDomain/Pset_FootingCommon.xml"" target=""SOURCE"">Pset_FootingCommon</a>: common property set for all footing occurrences.</li>
  <li><a href=""../../psd/IfcStructuralElementsDomain/Pset_ReinforcementBarCountOfIndependentFooting.xml"" target=""SOURCE"">Pset_ReinforcementBarCountOfIndependentFooting</a>: property set for independent <i>IfcFooting</i> occurrences.</li>
  <li><a href=""../../psd/IfcStructuralElementsDomain/Pset_ReinforcementBarPitchOfContinuousFooting.xml"" target=""SOURCE"">Pset_ReinforcementBarPitchOfContinuousFooting</a>: property set for continuous <i>IfcFooting</i> occurrences.</li>
</ul>

<p class=""use-head"">Quantity Use Definition</p> 
<p> The quantities relating to this entity are defined by <a href=""../../ifcproductextension/lexical/ifcelementquantity.htm"">IfcElementQuantity</a> and attached by the <a href=""../../ifckernel/lexical/ifcreldefinesbyproperties.htm"">IfcRelDefinesByProperties</a> relationship. They are accessible by the <i>IsDefinedBy</i> inverse attribute. The following base quantities are defined and should be exchanged with the <i>IfcElementQuantity.Name</i> = 'BaseQuantities'. Other quantities, being subjected to local standard of measurement, can be defined with another string value assigned to <i>Name</i>. In this case a valid value for <i>MethodOfMeasurement</i> has to be provided. </p> 
<ul> 
<li><a href=""../../qto/IfcStructuralElementsDomain/Qto_FootingBaseQuantities.xml"" target=""SOURCE"">Qto_FootingBaseQuantities</a></li> 
</ul>  

<p class=""use-head"">Geometry Use Definition</p>

<p>Local placement and product representations are defined by the supertype <a href=""../../ifcproductextension/lexical/ifcbuildingelement.htm""><i>IfcBuildingElement</i></a>.  Standard representations as defined at <a href=""../../ifcsharedbldgelements/lexical/ifcbeamstandardcase.htm""><i>IfcBeamStandardCase</i></a> or <a href=""../../ifcsharedbldgelements/lexical/ifcslabstandardcase.htm""><i>IfcSlabStandardCase</i></a> should be used when applicable.</p>

</EPM-HTML>"
210;IfcPile;"<EPM-HTML>

<p>A pile is a slender timber, concrete, or steel structural element, driven, jetted, or otherwise embedded on end in the ground for the purpose of supporting a load.</p>

<blockquote class=""history"">
HISTORY New entity in IFC2x2
</blockquote>

<p class=""use-head"">Property Set Use Definition</p>

<p>The following property set definitions are part of this IFC release:</p>

<ul>
  <li><a href=""../../psd/IfcStructuralElementsDomain/Pset_PileCommon.xml"" target=""SOURCE"">Pset_PileCommon</a>: common property set for all pile occurrences.</li>
</ul>

<p class=""use-head"">Quantity Use Definition</p> 
<p> The quantities relating to this entity are defined by <a href=""../../ifcproductextension/lexical/ifcelementquantity.htm"">IfcElementQuantity</a> and attached by the <a href=""../../ifckernel/lexical/ifcreldefinesbyproperties.htm"">IfcRelDefinesByProperties</a> relationship. They are accessible by the <i>IsDefinedBy</i> inverse attribute. The following base quantities are defined and should be exchanged with the <i>IfcElementQuantity.Name</i> = 'BaseQuantities'. Other quantities, being subjected to local standard of measurement, can be defined with another string value assigned to <i>Name</i>. In this case a valid value for <i>MethodOfMeasurement</i> has to be provided. </p> 
<ul> 
<li><a href=""../../qto/IfcStructuralElementsDomain/Qto_PileBaseQuantities.xml"" target=""SOURCE"">Qto_PileBaseQuantities</a></li> 
</ul>  

<p class=""use-head"">Geometry Use Definition</p>

<p>Local placement and product representations are defined by the supertype <a href=""../../ifcproductextension/lexical/ifcbuildingelement.htm""><i>IfcBuildingElement</i></a>.  Standard representations as defined at <a href=""../../ifcsharedbldgelements/lexical/ifccolumnstandardcase.htm""><i>IfcColumnStandardCase</i></a> should be used when applicable.</p>

</EPM-HTML>"
222;IfcReinforcingElementType;"<EPM-HTML>

<p><u>Definition from IAI:</u> Types of bars, wires, strands, meshes, tendons, and other components embedded in concrete in such a manner that the reinforcement and the concrete act together in resisting forces.</p>

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New entity in IFC Release 2x4</font></blockquote>

</EPM-HTML>"
230;IfcReinforcingElement;"<EPM-HTML>

<p><u>Definition from IAI:</u> Bars, wires, strands, meshes, tendons, and other components embedded in concrete in such a manner that the reinforcement and the concrete act together in resisting forces.</p>

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New entity in IFC Release 2x2</font></blockquote>

<blockquote><font color=""#ff0000"" size=""-1"">IFC 2x4 CHANGE Entity made non-abstract.<br>
Subtypes <i>IfcTendon</i> and <i>IfcTendonAnchor</i> removed.<br>
Attribute <i>SteelGrade</i> removed.<br>
Attributes <i>PredefinedType</i> and <i>Role</i> added.</font></blockquote>

</EPM-HTML>"
237;IfcReinforcingBar;"<EPM-HTML>

<p><u>Definition from IAI:</u> A steel bar, usually with manufactured deformations in the surface,
used in concrete and masonry construction to provide additional strength.  A single instance
of this class may represent one or many of actual rebars, for example a row of rebars.</p></p>

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New entity in IFC Release 2x2</font></blockquote>

<blockquote><font color=""#ff0000"" size=""-1"">IFC 2x4 CHANGE All attributes removed; information now provided by <i>IfcReinforcingBarType</i>.</font></blockquote>

<p><u><b>Geometry Use Definition</b></u></p>

<p> The geometric representation of <i>IfcReinforcingBar</i> is given by the <i>IfcProductDefinitionShape</i>,
allowing multiple geometric representations. Included are:</p>

<p><b>Local Placement</b><br>
The use of local placement is defined at the supertype <i>IfcElementComponent</i>.</p>

<p><b>Multiple Mapped Representation</b><br>
See supertype <i>IfcElementComponent</i>.  This method of representation allows for several rebars
represented by a single instance of <i>IfcReinforcingBar</i>.  The representation map should contain
one <i>IfcSweptDiskSolidPolygonal</i>.</p>

<p>An <i>IfcElementQuantity</i>,
attached via <i>IfcRelDefinesByProperties</i>, should contain an <i>IfcQuantityCount</i> named 'Count'
with the number rebars and, if this is a regularly spaced arrangement of rebars, an
<i>IfcQuantityLength</i> named 'Spacing' which expresses the center-to-center distances of bars.</p>

<p><b>Simplified Geometric Representation</b><br>
Simplified geometric representations may be used based on local agreements.</p>


</EPM-HTML>"
249;IfcReinforcingMesh;"<EPM-HTML>

<p><u>Definition from IAI:</u> A series of longitudinal and transverse wires or bars of various gauges, arranged at right angles to each other and welded at all points of intersection; usually used for concrete slab reinforcement. Also known as welded wire fabric.</p>

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New entity in IFC Release 2x2</font></blockquote>

<blockquote><font color=""#ff0000"" size=""-1"">IFC 2x4 CHANGE All attributes removed; information now provided by <i>IfcReinforcingMeshType</i>.</font></blockquote>

<p><u><b>Geometry Use Definition</b></u></p>

<p> The geometric representation of <i>IfcReinforcingBar</i> is given by the <i>IfcProductDefinitionShape</i>,
allowing multiple geometric representations. Included are:</p>

<p><b>Local Placement</b><br>
The use of local placement is defined at the supertype <i>IfcElementComponent</i>.</p>

<p><b>Multiple Mapped Representation</b><br>
See supertype <i>IfcElementComponent</i>.  This method of representation allows for several meshes
represented by a single instance of <i>IfcReinforcingMesh</i>.</p>

<p>An <i>IfcElementQuantity</i>,
attached via <i>IfcRelDefinesByProperties</i>, should contain an <i>IfcQuantityCount</i> named 'Count'
with the number of meshes represented by this instance.</p>

<p><b>Simplified Geometric Representation</b><br>
Simplified geometric representations may be used based on local agreements.</p>


</EPM-HTML>"
252;IfcReinforcingBarType;"<EPM-HTML>

<p><u>Definition from IAI:</u> A steel bar, usually with manufactured deformations in the surface,
used in concrete and masonry construction to provide additional strength.</p></p>

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New entity in IFC Release 2x4</font></blockquote>

<p><u><b>Material Use Definition</b></u>:</p>

<p>An associated material denotes the steel grade, preferrably by material classification.</p>

<p><u><b>Geometry Use Definition</b></u>:</p>

<p>The <i>IfcReinforcingBarType</i> may define the shared geometric representation for all rebar occurrences. The <i>RepresentationMaps</i> attribute refers to a list of <i>IfcRepresentationMap</i>'s, that allow for multiple geometric representations (e.g. with <i>IfcShapeRepresentation</i>'s having an <i>RepresentationIdentifier</i> 'Box', 'Axis', or 'Body').</p>

<p>A 'Body' representation map should contain one <i>IfcSweptDiskSolidPolygonal</i>.</p>

<p>Simplified geometric representations may be used based on local agreements.</p>


</EPM-HTML>"
258;IfcReinforcingMeshType;"<EPM-HTML>

<p><u>Definition from IAI:</u> A series of longitudinal and transverse wires or bars of various gauges, arranged at right angles to each other and welded at all points of intersection; usually used for concrete slab reinforcement. Also known as welded wire fabric.</p>

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New entity in IFC Release 2x4</font></blockquote>

<p><u><b>Material Use Definition</b></u>:</p>

<p>An associated material denotes the steel grade, preferrably via material classification.</p>

<p><u><b>Geometry Use Definition</b></u>:</p>

<p>The <i>IfcReinforcingMeshType</i> may define the shared geometric representation for all mesh occurrences. The <i>RepresentationMaps</i> attribute refers to a list of <i>IfcRepresentationMap</i>'s, that allow for multiple geometric representations.</p>


</EPM-HTML>"
271;IfcReinforcementDefinitionProperties;"<EPM-HTML>
	 <P> <U>Definition from IAI:</U> An
		<I>IfcReinforcementDefinitionProperties</I> defines the cross section
		properties of reinforcement included in reinforced concrete building elements.
		The property set definition may be used both in conjunction with insitu and
		precast structures. </P> 

<blockquote><font color=""#0000ff"" size=""-1"">HISTORY New entity in IFC Release 2x2<br>
IFC 2x4 change: Supertype changed from <i>IfcPropertySetDefinition</i> to <i>IfcPreDefinedPropertySet</i></font></blockquote>

	 <P><B>General usage:</B></P> 
	 <P> This subtype of <I>IfcPropertySetDefinition</I> is used to define the
		reinforcement properties in early design stages, such as in requirement
		definition or scheme design. In later design stages explicit instances of
		subtypes of <I>IfcReinforcingElement</I> are used. The intended usage may be
		indicated using the <I>DefinitionType</I> attribute value as a designator:
		recommended values are 'Reinforcement area requirement' or 'Reinforcement
		configuration requirement'. Other values may be used according to local
		standards. </P> 
	 <P> Only one property set definition of this kind is used for each concrete
		building element in each intended usage indicated by the <I>DefinitionType</I>
		attribute value. This set then defines a list of cross section properties in a
		discrete number of longitudinal sections as instances of
		<I>IfcSectionReinforcementProperties</I> (one for each structural reinforcement
		bar role), which in turn have a section cross section property defined as a
		profile and a number of reinforcement properties, one for each steel grade /
		bar type. </P>
</EPM-HTML>"
279;IfcPreDefinedTextFont;"<EPM-HTML>

<p>The pre defined text font determines those qualified names which can be used for fonts that are in scope of the current data exchange specification (in contrary to externally defined text fonts). There are two choices:</p>
<ul>
  <li><i>IfcDraughtingPreDefinedTextFont</i> for definitions from ISO/IS 10303-46:1994 for (old) vector based and monospace text.<br>
  </li>
  <li><i>IfcTextStyleFontModel</i> for definitions from <a target=""_blank"" href=""http://www.w3.org/TR/REC-CSS1"">Cascading Style Sheets, level 1</a>, W3C Recommendation 17 Dec 1996, revised 11 Jan 1999, CSS1, for all true type text. The use of the CSS1 definitions is the preferred way to represent text fonts.</li>
</ul>

<blockquote class=""note"">
NOTE&nbsp; Corresponding ISO 10303 name: pre_defined_text_font. Please refer to ISO/IS 10303-46:1994, p. 138 for the final definition of the formal standard.
</blockquote>

<blockquote class=""history"">
HISTORY&nbsp; New entity in IFC2x2.
</blockquote>

<blockquote class=""change-ifc2x3"">
IFC2x3 CHANGE&nbsp; The <i>IfcTextStyleFontModel</i> has been added as new subtype.
</blockquote>

</EPM-HTML>"
282;IfcPreDefinedItem;"<EPM-HTML>

<p>A pre defined item is a qualified name given to a style or font which is determined within the data exchange specification by convention on using the <i>Name</i> attribute value (in contrary to externally defined items, which are agreed by an external source).</p>

<blockquote class=""note"">
NOTE&nbsp; The convention on using the <i>Name</i> value is defined at the subtypes of <i>IfcPreDefinedItem</i> and is part of the specification.
</blockquote>

<blockquote class=""note"">
NOTE&nbsp; Corresponding ISO 10303 name: pre_defined_item. Please refer to ISO/IS 10303-41:1994, page 137 for the final definition of the formal standard.
</blockquote>

<blockquote class=""history"">
HISTORY&nbsp; New entity in IFC2x2.
</blockquote>

</EPM-HTML>"
286;IfcPreDefinedColour;"<EPM-HTML>

<p>The pre defined colour determines those qualified names which can be used to identify a colour that is in scope of the current data exchange specification (in contrary to colour specification which defines the colour directly by its colour components).</p>

<blockquote class=""note"">
NOTE&nbsp; Corresponding ISO 10303 name: pre_defined_colour. It has been made into an abstract entity in IFC. Please refer to ISO/IS 10303-46:1994, p. 141 for the final definition of the formal standard.
</blockquote>

<blockquote class=""history"">
HISTORY&nbsp; New entity in IFC2x2.
</blockquote>

</EPM-HTML>"
